product_id,supplier_id,product_name,category,subcategory,cost_price,mrp,commission_percent
198,57,Kurtis_0198,Fashion,Kurtis,1650.43,2933.61,18.73
199,92,T-Shirts_0199,Fashion,T-Shirts,1591.3,3814.63,15.15
200,47,Mens Casual_0200,Fashion,Mens Casual,1697.21,4012.45,10.88
201,144,Sarees_0201,Fashion,Sarees,343.09,577.94,20.26
202,23,Mens Casual_0202,Fashion,Mens Casual,1899.15,4538.11,9.45
203,85,Mens Casual_0203,Fashion,Mens Casual,1514.0,2631.02,12.43
204,121,Kurtis_0204,Fashion,Kurtis,658.7,1538.94,6.07
205,19,T-Shirts_0205,Fashion,T-Shirts,1208.79,2947.91,14.44
206,98,Mens Casual_0206,Fashion,Mens Casual,1050.91,2474.1,15.6
207,36,Sarees_0207,Fashion,Sarees,202.72,474.3,24.85
208,118,Kids Wear_0208,Fashion,Kids Wear,877.46,1778.04,7.86
209,86,T-Shirts_0209,Fashion,T-Shirts,442.68,659.1,17.62
210,116,Mens Casual_0210,Fashion,Mens Casual,695.49,1018.07,10.47
211,23,Mens Casual_0211,Fashion,Mens Casual,1194.93,1881.15,7.59
212,123,Sarees_0212,Fashion,Sarees,1303.63,2403.55,12.67
213,4,Womens Ethnic_0213,Fashion,Womens Ethnic,1114.19,2455.37,22.84
214,64,Kurtis_0214,Fashion,Kurtis,462.1,990.94,9.53
215,129,Kids Wear_0215,Fashion,Kids Wear,692.98,1048.46,16.77
216,75,Mens Casual_0216,Fashion,Mens Casual,224.05,324.94,14.12
217,35,Kurtis_0217,Fashion,Kurtis,1233.1,2184.58,11.85
218,104,Sarees_0218,Fashion,Sarees,782.58,1257.82,5.38
219,6,Mens Casual_0219,Fashion,Mens Casual,1481.62,2288.1,16.79
220,10,Mens Casual_0220,Fashion,Mens Casual,334.01,728.88,12.5
221,13,T-Shirts_0221,Fashion,T-Shirts,586.0,1165.09,16.88
222,6,Womens Ethnic_0222,Fashion,Womens Ethnic,1357.74,2876.95,5.96
223,141,Womens Ethnic_0223,Fashion,Womens Ethnic,891.87,1621.67,10.05
224,3,T-Shirts_0224,Fashion,T-Shirts,390.94,846.27,11.02
225,36,T-Shirts_0225,Fashion,T-Shirts,291.86,575.65,13.38
226,73,Womens Ethnic_0226,Fashion,Womens Ethnic,1072.01,2229.21,7.28
227,68,Womens Ethnic_0227,Fashion,Womens Ethnic,1045.7,2164.5,21.63
228,42,Mens Casual_0228,Fashion,Mens Casual,780.05,1443.66,5.79
229,124,Sarees_0229,Fashion,Sarees,1829.68,3946.66,11.61
230,29,Womens Ethnic_0230,Fashion,Womens Ethnic,124.22,186.07,21.7
231,131,T-Shirts_0231,Fashion,T-Shirts,1038.8,2539.23,6.5
232,60,T-Shirts_0232,Fashion,T-Shirts,292.45,491.75,14.14
233,45,Kids Wear_0233,Fashion,Kids Wear,601.84,875.73,22.48
234,110,Kids Wear_0234,Fashion,Kids Wear,784.41,1682.12,19.77
235,3,Womens Ethnic_0235,Fashion,Womens Ethnic,1717.37,4086.17,22.04
236,113,T-Shirts_0236,Fashion,T-Shirts,1329.68,2342.27,24.1
237,88,Kids Wear_0237,Fashion,Kids Wear,1769.1,2657.62,8.66
238,99,Sarees_0238,Fashion,Sarees,860.48,1636.8,18.8
239,43,Sarees_0239,Fashion,Sarees,1619.81,3423.84,7.26
240,41,T-Shirts_0240,Fashion,T-Shirts,1480.18,3670.44,7.07
241,113,Kurtis_0241,Fashion,Kurtis,1017.08,2060.44,8.63
242,34,Sarees_0242,Fashion,Sarees,1580.41,3275.39,14.66
243,12,Sarees_0243,Fashion,Sarees,314.58,582.73,6.27
244,135,T-Shirts_0244,Fashion,T-Shirts,697.05,1516.1,20.35
245,87,Kurtis_0245,Fashion,Kurtis,1475.17,2428.7,15.38
246,64,T-Shirts_0246,Fashion,T-Shirts,1431.1,2153.47,14.64
247,143,T-Shirts_0247,Fashion,T-Shirts,1384.96,2525.29,22.84
248,41,Kurtis_0248,Fashion,Kurtis,203.68,429.3,15.11
249,20,Sarees_0249,Fashion,Sarees,1718.56,4049.54,20.03
250,13,Kids Wear_0250,Fashion,Kids Wear,557.69,1375.91,15.14
251,61,Kurtis_0251,Fashion,Kurtis,1322.3,2437.8,6.58
252,128,Sarees_0252,Fashion,Sarees,1622.4,3071.05,13.94
253,5,Womens Ethnic_0253,Fashion,Womens Ethnic,1963.27,4357.99,7.05
254,24,Sarees_0254,Fashion,Sarees,168.08,336.83,20.84
255,144,Kurtis_0255,Fashion,Kurtis,1311.32,3119.79,9.14
256,14,T-Shirts_0256,Fashion,T-Shirts,966.8,1716.01,21.33
257,122,Sarees_0257,Fashion,Sarees,730.75,1639.92,19.33
258,57,Kids Wear_0258,Fashion,Kids Wear,1460.24,2227.49,5.04
259,75,Kids Wear_0259,Fashion,Kids Wear,1676.78,4126.35,15.95
260,43,Kids Wear_0260,Fashion,Kids Wear,1433.98,2079.78,14.85
261,66,T-Shirts_0261,Fashion,T-Shirts,1510.77,2795.12,17.22
262,56,Mens Casual_0262,Fashion,Mens Casual,329.42,769.99,14.14
263,107,Mens Casual_0263,Fashion,Mens Casual,1461.9,2219.96,5.93
264,116,T-Shirts_0264,Fashion,T-Shirts,1691.19,3463.04,14.15
265,128,Kurtis_0265,Fashion,Kurtis,1916.76,2967.34,5.09
266,150,T-Shirts_0266,Fashion,T-Shirts,192.29,467.04,14.66
267,149,Kurtis_0267,Fashion,Kurtis,1584.05,3803.62,8.47
268,83,Mens Casual_0268,Fashion,Mens Casual,296.75,630.08,15.08
269,64,Sarees_0269,Fashion,Sarees,895.46,1853.51,10.47
270,35,Kids Wear_0270,Fashion,Kids Wear,1943.93,3689.83,7.76
271,77,Kurtis_0271,Fashion,Kurtis,1430.03,3179.34,21.86
272,142,Kurtis_0272,Fashion,Kurtis,1735.34,3788.35,17.65
273,89,Mens Casual_0273,Fashion,Mens Casual,498.45,1089.52,23.42
274,46,Mens Casual_0274,Fashion,Mens Casual,1964.54,4155.19,15.08
275,91,T-Shirts_0275,Fashion,T-Shirts,1310.07,2857.77,16.25
276,107,Kurtis_0276,Fashion,Kurtis,1184.21,2526.95,18.48
277,4,Kurtis_0277,Fashion,Kurtis,643.26,1500.1,15.45
278,15,Womens Ethnic_0278,Fashion,Womens Ethnic,823.65,1201.19,9.0
279,38,Mens Casual_0279,Fashion,Mens Casual,1968.71,4236.13,21.79
280,139,T-Shirts_0280,Fashion,T-Shirts,1590.28,2583.25,5.65
281,144,Sarees_0281,Fashion,Sarees,294.71,693.99,22.3
282,131,T-Shirts_0282,Fashion,T-Shirts,1329.53,2430.08,20.69
283,98,T-Shirts_0283,Fashion,T-Shirts,646.51,1377.68,12.75
284,4,T-Shirts_0284,Fashion,T-Shirts,694.04,1393.17,19.87
285,114,Mens Casual_0285,Fashion,Mens Casual,1279.07,2889.44,21.6
286,140,T-Shirts_0286,Fashion,T-Shirts,1438.8,3039.31,19.77
287,76,Mens Casual_0287,Fashion,Mens Casual,1574.68,3874.84,13.98
288,132,T-Shirts_0288,Fashion,T-Shirts,241.49,593.76,7.39
289,34,Womens Ethnic_0289,Fashion,Womens Ethnic,914.16,1839.53,8.22
290,40,Kids Wear_0290,Fashion,Kids Wear,110.73,211.82,5.8
291,78,Kids Wear_0291,Fashion,Kids Wear,1234.07,2777.92,14.81
292,82,Kurtis_0292,Fashion,Kurtis,1145.3,1695.24,15.51
293,41,Mens Casual_0293,Fashion,Mens Casual,1089.15,2466.8,13.32
294,55,Kurtis_0294,Fashion,Kurtis,866.49,1546.12,18.27
295,136,Kids Wear_0295,Fashion,Kids Wear,785.52,1288.48,14.5
296,3,Kurtis_0296,Fashion,Kurtis,1665.01,4127.97,7.29
297,63,Kids Wear_0297,Fashion,Kids Wear,946.77,2267.46,24.18
298,30,T-Shirts_0298,Fashion,T-Shirts,1782.75,3243.73,12.72
299,133,Kurtis_0299,Fashion,Kurtis,1475.55,2105.87,21.44
300,125,Kids Wear_0300,Fashion,Kids Wear,1077.19,2110.87,5.88
301,25,T-Shirts_0301,Fashion,T-Shirts,465.77,915.37,8.35
302,54,Kurtis_0302,Fashion,Kurtis,1113.09,2325.94,18.41
303,27,Mens Casual_0303,Fashion,Mens Casual,1743.41,3254.3,9.11
304,112,T-Shirts_0304,Fashion,T-Shirts,1769.41,3920.15,17.93
305,118,Womens Ethnic_0305,Fashion,Womens Ethnic,1519.09,2383.65,19.34
306,65,Womens Ethnic_0306,Fashion,Womens Ethnic,266.29,388.7,16.16
307,105,Kurtis_0307,Fashion,Kurtis,1661.08,3990.06,12.76
308,100,T-Shirts_0308,Fashion,T-Shirts,868.45,1518.09,18.47
309,17,Kurtis_0309,Fashion,Kurtis,111.21,243.81,20.12
310,92,Kurtis_0310,Fashion,Kurtis,186.48,435.07,23.56
311,23,Womens Ethnic_0311,Fashion,Womens Ethnic,650.69,1401.89,10.63
312,8,Sarees_0312,Fashion,Sarees,824.69,1900.36,14.48
313,140,Kurtis_0313,Fashion,Kurtis,517.74,1150.12,10.9
314,96,T-Shirts_0314,Fashion,T-Shirts,373.74,801.68,24.15
315,32,Womens Ethnic_0315,Fashion,Womens Ethnic,1151.7,2315.58,5.84
316,22,Kurtis_0316,Fashion,Kurtis,1233.64,2456.01,11.09
317,55,T-Shirts_0317,Fashion,T-Shirts,1508.72,3316.97,13.25
318,48,T-Shirts_0318,Fashion,T-Shirts,1717.77,2674.05,9.42
319,146,Kids Wear_0319,Fashion,Kids Wear,469.22,750.51,22.05
320,75,Kurtis_0320,Fashion,Kurtis,976.4,1957.32,18.43
321,125,Kids Wear_0321,Fashion,Kids Wear,286.58,629.95,24.03
322,26,Kids Wear_0322,Fashion,Kids Wear,343.61,728.8,10.7
323,116,Womens Ethnic_0323,Fashion,Womens Ethnic,1810.23,3167.11,11.57
324,145,T-Shirts_0324,Fashion,T-Shirts,680.78,1390.55,16.34
325,81,Kids Wear_0325,Fashion,Kids Wear,1921.45,3046.47,9.92
326,71,Mens Casual_0326,Fashion,Mens Casual,1453.18,3058.83,21.8
327,123,Mens Casual_0327,Fashion,Mens Casual,1391.2,2455.08,14.26
328,28,Kids Wear_0328,Fashion,Kids Wear,1572.06,3042.99,8.52
329,36,Kurtis_0329,Fashion,Kurtis,255.75,436.99,22.83
330,20,Mens Casual_0330,Fashion,Mens Casual,600.15,1425.34,19.55
331,149,Womens Ethnic_0331,Fashion,Womens Ethnic,1714.22,3590.93,16.58
332,67,Kurtis_0332,Fashion,Kurtis,504.25,726.28,15.87
333,94,Kurtis_0333,Fashion,Kurtis,997.0,2245.96,12.85
334,119,Kurtis_0334,Fashion,Kurtis,1493.13,2568.33,15.02
335,62,Womens Ethnic_0335,Fashion,Womens Ethnic,853.89,1667.12,21.96
336,36,Kurtis_0336,Fashion,Kurtis,1399.91,3125.9,13.92
337,38,Mens Casual_0337,Fashion,Mens Casual,1176.08,2378.5,19.72
338,125,Sarees_0338,Fashion,Sarees,1884.43,2721.99,9.63
339,53,Kids Wear_0339,Fashion,Kids Wear,801.93,1160.46,15.36
340,12,Kids Wear_0340,Fashion,Kids Wear,837.38,2017.83,5.8
341,134,T-Shirts_0341,Fashion,T-Shirts,715.74,1556.1,17.67
342,140,Kids Wear_0342,Fashion,Kids Wear,1686.26,2849.19,16.4
343,20,Sarees_0343,Fashion,Sarees,1341.98,2418.02,15.33
344,104,Sarees_0344,Fashion,Sarees,1948.08,3204.96,12.06
345,2,Kids Wear_0345,Fashion,Kids Wear,1025.04,1978.66,15.04
346,132,Mens Casual_0346,Fashion,Mens Casual,935.81,1546.88,17.87
347,31,Mens Casual_0347,Fashion,Mens Casual,385.46,606.36,18.22
348,124,Sarees_0348,Fashion,Sarees,1641.23,3598.04,18.5
349,106,Sarees_0349,Fashion,Sarees,500.34,789.22,5.45
350,35,Womens Ethnic_0350,Fashion,Womens Ethnic,342.98,703.65,17.59
351,43,Womens Ethnic_0351,Fashion,Womens Ethnic,1792.52,2799.11,10.17
352,145,Mens Casual_0352,Fashion,Mens Casual,1081.62,1996.67,17.75
353,22,T-Shirts_0353,Fashion,T-Shirts,1483.15,3416.34,9.33
354,44,Kurtis_0354,Fashion,Kurtis,1986.27,4675.74,9.39
355,47,Sarees_0355,Fashion,Sarees,1241.59,2823.47,17.46
356,88,Kurtis_0356,Fashion,Kurtis,602.59,1323.65,23.45
357,99,Kurtis_0357,Fashion,Kurtis,1222.13,2019.93,7.64
358,130,Womens Ethnic_0358,Fashion,Womens Ethnic,484.46,1136.33,18.69
