order_item_id,order_id,product_id,quantity,price_sold,discount_percent
167,89,1383,1,1347.09,22.0
168,89,1315,1,2139.12,36.57
169,89,203,2,2112.99,19.69
170,90,359,1,1849.54,7.28
171,90,1634,1,544.49,10.38
172,91,1305,1,1957.01,22.52
173,91,2141,2,211.58,37.47
174,92,2300,1,3480.01,6.83
175,92,375,1,1683.01,18.0
176,93,2362,1,399.74,31.99
177,93,1299,1,1065.0,22.63
178,94,602,2,1770.88,37.98
179,95,2110,2,4142.43,6.19
180,95,1705,2,2702.25,15.77
181,96,2266,2,527.23,37.53
182,97,1747,1,1622.77,15.47
183,97,883,1,1881.76,12.92
184,97,953,1,2594.45,30.82
185,98,1032,1,1758.25,9.53
186,99,1257,2,2161.16,5.63
187,99,131,1,2561.97,14.38
188,99,937,2,3230.57,19.05
189,99,2029,1,2734.82,17.37
190,100,876,2,2274.82,28.69
191,101,2452,1,807.61,28.46
192,102,1945,1,871.06,23.3
193,102,1793,2,680.57,21.21
194,102,1579,1,2420.75,14.08
195,102,1220,1,1096.11,37.05
196,103,1488,2,2427.34,19.62
197,103,2030,2,784.57,18.52
198,104,2337,2,284.99,17.42
199,104,205,2,2278.93,22.69
200,104,1458,1,381.76,18.23
201,105,735,1,370.1,37.79
202,105,2099,1,2395.22,27.03
203,105,178,3,2293.14,9.56
204,106,908,1,359.27,30.92
205,106,847,1,809.6,35.23
206,107,372,1,430.42,20.18
207,108,392,1,2280.97,39.49
208,109,970,1,1910.47,20.62
209,109,1244,2,1937.9,16.27
210,110,808,2,504.77,25.11
211,110,2361,2,575.4,31.43
212,110,2462,1,1300.99,36.92
213,110,806,2,931.84,19.01
214,110,875,1,3327.64,5.96
215,111,1486,1,779.6,6.38
216,111,842,1,2069.61,35.19
217,112,2169,1,1222.74,7.57
218,113,507,2,1101.5,36.74
219,114,1398,2,294.88,14.06
220,114,2309,1,2757.53,18.48
221,115,1479,1,2710.64,25.49
222,115,2039,1,988.69,26.13
223,115,1446,2,3455.88,7.87
224,116,756,1,606.75,5.47
225,117,698,1,409.1,15.1
226,118,1038,1,2217.86,24.28
227,119,2157,1,1519.34,14.82
228,119,856,2,952.12,22.65
229,120,1961,3,2869.78,18.56
230,121,1815,1,1290.31,39.61
231,122,2106,1,2108.33,10.78
232,122,1620,1,3053.52,5.07
233,123,1185,1,1118.94,7.16
234,123,2433,1,2128.36,15.13
235,124,2095,1,1767.9,38.84
236,124,630,2,707.08,33.65
237,124,1515,1,2150.2,28.03
238,125,498,2,934.82,24.85
239,125,337,1,1574.47,33.8
240,126,598,1,2356.19,6.28
241,126,2490,1,1407.01,32.95
242,127,1885,2,3203.96,27.49
243,128,912,1,816.25,36.54
244,128,512,2,846.75,25.39
245,128,1205,2,2764.34,10.07
246,128,2423,1,405.29,37.87
247,129,262,1,646.58,16.03
248,129,1906,2,435.87,6.51
249,129,1895,1,2895.76,5.45
250,130,321,1,578.93,8.1
251,130,1765,1,2932.24,28.71
252,130,1288,1,2138.12,25.46
253,130,2311,1,1915.72,24.14
254,131,1908,1,1812.08,36.22
255,132,112,1,451.36,22.74
256,133,373,1,1126.45,26.19
257,133,143,1,1895.66,30.33
258,133,1917,1,2001.4,25.87
259,134,1060,1,1296.99,13.76
260,135,1262,1,1441.18,37.49
261,135,1870,1,2450.04,15.69
262,136,1200,2,334.27,37.96
263,136,2078,1,1795.84,5.22
264,137,1083,2,1246.92,37.95
265,137,2294,1,1415.69,28.02
266,138,2403,1,710.62,8.9
267,139,1565,3,474.65,27.18
268,139,1488,2,2432.99,19.44
269,139,2311,1,1550.08,38.62
270,139,2432,1,992.21,13.08
271,140,257,1,1363.27,16.87
272,140,75,3,573.05,35.23
273,141,1187,1,1593.48,16.27
274,142,1627,2,1151.22,33.43
275,142,925,2,289.91,39.91
276,143,416,1,1659.33,21.14
277,143,1564,1,1091.93,26.28
278,143,680,2,2906.65,6.99
279,144,323,1,2969.14,6.25
280,145,1936,2,1551.07,28.36
281,145,309,1,180.62,25.92
282,146,588,1,1146.77,20.43
283,147,1031,1,2058.6,25.68
284,147,261,2,1889.07,32.42
285,148,1447,1,3252.72,10.99
286,148,1209,1,2208.15,6.8
287,148,2274,1,1493.51,26.12
288,149,1007,1,1853.35,35.69
289,149,2107,1,638.97,14.31
290,150,1860,2,2136.3,32.63
291,150,1009,1,2323.36,18.53
292,150,1006,1,1824.84,36.95
293,150,2058,1,647.71,15.27
294,151,56,1,281.15,20.13
295,151,526,1,1572.2,32.38
296,151,1253,1,374.79,33.17
297,151,556,1,2469.43,8.26
298,152,992,1,880.43,13.1
299,152,2001,2,2284.32,15.89
300,153,1434,1,983.0,34.09
301,153,1507,1,2324.55,24.77
302,154,2010,2,2035.46,30.02
303,155,1765,2,2600.54,36.77
304,155,540,2,449.33,20.95
305,155,1532,1,792.84,39.36
306,155,909,1,1701.44,20.51
307,155,1969,2,944.31,32.42
308,156,1519,3,468.59,18.29
309,157,1376,1,228.41,22.62
310,158,1761,1,1076.79,37.23
311,159,2426,3,436.33,28.92
312,159,765,1,1684.42,26.01
313,159,2234,1,3972.25,8.12
314,159,811,1,211.45,13.79
315,160,1049,1,690.22,31.82
316,160,1340,1,1445.84,11.9
317,160,571,2,185.54,30.41
318,160,924,2,1720.93,7.48
319,161,946,2,716.88,31.81
320,162,482,1,410.07,6.4
321,162,1382,1,973.31,33.5
322,163,46,1,185.18,9.68
323,164,2128,1,897.57,32.11
324,164,2316,1,2681.56,26.89
325,164,1987,1,1158.12,10.95
326,164,938,1,2381.41,11.26
327,165,1894,1,861.66,22.76
328,165,2055,1,1157.79,12.86
329,166,1875,3,406.38,18.47
330,167,390,2,2980.81,11.14
331,167,204,1,1125.06,26.89
332,168,2262,1,779.48,17.83
333,168,574,2,1422.75,11.59
334,168,253,1,2928.4,32.8
335,169,1372,1,728.72,22.6
336,170,191,1,1356.95,20.39
337,171,2475,1,313.26,21.92
338,171,1391,1,928.15,13.73
339,171,1510,1,703.54,26.9
340,171,1257,1,1592.65,30.46
341,172,2296,1,2561.15,38.47
342,172,1748,2,679.3,7.61
343,173,604,1,3376.36,16.46
344,173,1042,1,2527.93,23.43
345,174,340,1,1829.75,9.32
346,175,939,1,430.79,38.68
347,175,1809,1,1040.52,38.94
348,176,599,1,1448.81,16.5
349,176,1012,3,3432.31,5.37
350,176,739,1,2625.09,7.58
351,176,817,1,2062.37,23.58
352,177,462,1,1340.57,34.99
353,178,751,1,1056.15,31.54
354,178,477,1,649.38,30.61
355,179,1383,1,1303.23,24.54
356,180,1032,1,1640.17,15.61
357,180,1373,1,604.06,21.68
358,180,12,1,435.5,33.96
359,181,793,1,1974.75,16.27
360,181,35,1,2387.46,15.65
361,182,506,2,2491.45,8.74
362,182,1019,1,1693.38,17.05
363,183,1603,1,1660.76,31.91
364,183,322,1,516.53,29.13
365,183,748,1,3232.92,13.44
366,183,600,1,729.98,17.49
367,184,2097,1,2127.57,22.6
368,185,72,1,1444.52,35.59
369,185,2341,2,1365.69,30.09
370,185,1253,1,354.52,36.78
371,185,1840,1,272.51,30.77
372,186,2439,1,3323.49,29.28
373,187,319,1,552.4,26.4
374,187,231,2,1817.16,28.44
375,188,1954,1,1117.77,39.58
376,189,1589,2,2010.89,37.82
377,189,1566,2,608.02,6.66
378,189,1653,1,1198.89,37.73
379,189,1753,1,1749.53,29.14
380,190,1185,1,997.38,17.25
381,190,1796,1,2417.96,39.21
382,191,540,1,489.32,13.92
383,191,756,1,530.71,17.32
384,192,528,3,2413.0,8.88
385,193,798,1,2273.18,8.34
386,194,1386,1,2954.61,8.33
387,194,1974,1,1315.9,18.53
388,194,62,1,170.42,17.53
389,195,334,1,1653.18,35.63
390,196,1802,1,928.74,13.15
391,196,756,2,541.91,15.57
392,197,2377,1,1298.24,11.68
393,197,2456,2,2968.44,10.49
394,197,856,1,914.1,25.74
395,197,572,2,2337.39,13.44
396,198,165,3,2523.96,24.09
397,198,176,1,2803.8,16.82
398,199,1140,1,1021.46,35.75
399,200,1242,2,1971.03,29.68
400,200,1056,2,1181.15,17.82
401,200,1357,1,2061.88,12.5
402,200,2005,1,326.0,6.63
403,201,789,1,173.5,20.83
404,202,1104,1,2530.3,24.02
405,202,2166,1,1029.16,38.16
406,203,1526,1,683.52,26.54
407,203,704,3,176.03,29.32
408,204,1262,1,1887.51,18.13
409,205,2014,1,3018.26,7.04
410,206,2280,1,1512.53,31.62
411,207,1341,1,2728.69,11.29
412,208,2245,1,1376.74,29.9
413,208,1895,1,1842.94,39.83
414,208,1317,2,1268.93,9.87
415,208,895,1,1489.24,13.78
416,209,1241,1,1705.81,36.32
417,209,937,2,3744.9,6.17
418,209,2260,1,1293.75,39.53
419,209,376,1,1399.09,15.99
420,209,1963,1,1008.77,37.66
421,210,257,3,1381.81,15.74
422,211,167,1,2549.0,32.03
423,212,1659,1,1891.34,16.0
424,212,1715,1,2138.38,21.65
425,212,1602,1,3674.81,15.21
426,213,885,1,1595.42,16.7
427,213,731,2,1741.26,34.44
428,213,495,3,641.97,27.66
429,213,1083,2,1326.93,33.96
430,214,1783,1,736.14,5.75
431,214,551,1,2238.65,22.68
432,215,559,1,3295.57,19.14
433,216,1753,1,1699.64,31.16
434,216,1311,3,803.14,9.21
435,217,1182,1,2185.97,8.51
436,218,1288,2,1873.02,34.7
437,219,1531,2,3055.58,5.2
438,219,191,3,1390.08,18.45
439,219,721,1,1730.57,7.37
440,220,754,1,1020.57,35.5
441,221,1793,1,656.93,23.94
442,222,1883,2,1401.94,18.39
443,222,1839,1,999.01,28.37
444,222,968,1,1019.87,22.27
445,222,516,2,629.99,27.45
446,223,1300,3,831.49,18.92
447,223,1044,1,1021.24,5.37
448,224,1133,1,2513.55,10.78
449,225,1202,1,418.44,19.18
450,225,1018,2,1769.22,27.03
451,226,1082,1,3473.88,12.28
452,227,2060,1,889.04,12.71
453,228,2227,1,257.53,21.33
454,229,873,1,1084.88,15.93
455,230,337,1,1558.22,34.49
456,231,39,1,2630.21,13.16
457,232,1698,1,2688.33,17.4
458,232,686,1,1205.2,11.06
459,232,1783,1,649.56,16.83
460,233,1189,1,902.06,31.14
461,234,1464,1,2148.17,14.66
462,235,1196,1,876.68,26.53
463,235,2116,1,1557.32,6.19
464,235,248,3,391.06,8.91
465,236,150,1,814.06,21.48
466,237,1518,3,1498.67,6.23
467,237,1099,1,1216.54,13.4
468,238,1414,1,1114.73,7.02
469,238,785,1,3350.95,5.74
470,239,863,1,3007.78,14.65
471,239,1525,1,2350.43,20.3
472,239,1127,1,536.71,29.84
473,239,340,2,1825.09,9.55
474,240,461,1,1370.6,39.21
475,241,306,2,367.47,5.46
476,242,1868,1,2420.5,9.26
477,243,1923,1,1684.59,34.66
478,243,1286,1,1508.46,5.14
479,243,1528,3,3484.69,5.9
480,243,955,1,1514.54,18.57
481,243,2464,1,2770.53,5.45
482,244,1555,1,1013.78,35.36
483,245,1620,1,2099.5,34.73
484,245,94,1,3387.4,18.42
485,246,1381,1,742.41,19.53
486,246,522,2,1259.64,31.94
487,247,2487,1,3560.4,6.77
488,247,1396,2,624.82,29.79
489,247,1174,1,2674.73,20.75
490,247,149,2,131.32,18.18
491,248,465,3,364.1,35.15
492,249,111,1,1275.01,27.99
493,250,1613,1,390.6,11.77
494,250,274,1,3410.04,17.93
495,251,2310,1,2930.61,28.38
496,252,1072,1,2803.48,19.77
497,253,2191,1,828.85,15.71
498,253,2344,2,739.47,8.47
499,253,715,1,167.35,37.5
500,254,1066,1,762.37,26.55
501,255,241,2,1301.4,36.84
502,255,2320,1,446.08,33.12
503,256,628,1,422.31,29.75
504,257,1358,1,1638.12,13.09
505,258,1034,1,1534.84,21.77
506,259,408,2,1202.39,28.65
507,260,327,1,1763.36,28.17
508,261,2409,1,980.21,37.52
509,262,2438,3,1956.09,36.37
510,262,1413,2,2909.56,24.89
511,262,1955,1,2505.39,11.44
512,262,632,1,1857.08,8.56
513,263,1820,1,2530.44,9.63
514,263,1202,1,463.21,10.53
515,263,2149,1,250.29,29.9
516,264,1954,1,1414.75,23.53
517,265,1717,1,2191.87,23.43
518,266,1469,1,965.36,23.94
519,266,1075,1,2048.05,36.3
520,266,1026,1,777.98,25.99
521,267,2320,1,559.58,16.1
522,267,2086,1,773.25,28.8
523,268,538,2,3405.67,30.87
524,268,2467,1,1710.2,28.62
525,269,1610,1,2306.36,29.04
526,269,2356,2,1863.21,7.67
527,270,833,2,1989.67,5.95
528,270,2337,2,308.95,10.47
529,271,1349,2,635.21,34.63
530,272,1764,1,1771.32,34.69
531,272,1299,1,1132.87,17.7
532,273,2142,1,2345.57,39.31
533,274,966,1,1456.7,29.33
534,274,890,1,738.05,12.92
535,275,539,1,2682.49,16.77
536,276,1237,2,1538.32,39.73
537,276,2241,1,1373.78,37.2
538,276,180,2,2322.03,5.14
539,277,1446,1,2435.26,35.08
540,277,2225,1,716.0,17.0
541,277,2286,1,2939.71,11.15
542,278,1850,1,1825.38,23.87
543,279,1202,1,486.07,6.11
544,280,1382,1,1288.32,11.97
545,280,274,1,2931.55,29.45
546,281,2411,3,209.93,34.85
547,282,801,1,762.67,11.85
548,283,517,1,787.23,32.73
549,283,182,3,2179.1,6.39
550,283,350,1,463.15,34.18
551,284,2222,1,943.09,33.59
552,285,409,1,776.08,23.06
553,285,2031,1,2519.42,6.73
554,286,1229,1,2269.89,15.78
555,287,2445,1,2336.55,34.42
556,288,1942,1,1058.17,18.98
557,288,1775,1,511.45,11.26
558,289,1194,1,193.2,21.11
559,289,1356,1,521.2,39.25
560,289,2006,1,1219.25,19.28
561,289,2240,1,818.89,20.56
562,289,617,2,1622.9,8.35
563,290,1528,1,2230.46,39.77
564,290,431,2,1877.94,33.73
565,291,1835,1,1079.69,26.63
566,291,1196,1,1010.06,15.35
567,291,254,1,238.73,29.12
568,292,636,1,3027.73,14.05
569,292,2093,1,635.48,31.91
570,292,1854,1,472.1,22.93
571,293,1254,1,2426.25,32.48
572,294,62,1,143.08,30.76
573,294,1327,1,1446.9,31.13
574,295,1491,1,1463.83,28.89
575,295,1672,1,892.48,36.64
576,296,1515,1,2074.32,30.57
577,297,48,1,2332.52,5.53
578,298,1758,1,857.15,32.94
579,299,326,1,2084.47,31.85
580,300,2266,1,681.85,19.21
581,301,1304,1,183.03,12.15
582,302,815,1,374.45,24.58
583,303,1405,1,1509.18,21.36
584,303,1536,1,821.84,21.24
585,304,14,1,951.46,8.67
586,305,133,1,211.63,36.48
587,305,432,2,230.46,29.87
588,305,1089,1,3272.57,17.4
589,306,209,2,527.67,19.94
590,306,1475,1,319.07,16.49
591,307,1623,1,851.9,9.43
592,307,1185,2,1030.0,14.54
593,308,2184,1,866.83,36.97
594,308,386,1,1811.68,15.31
595,309,776,1,685.3,24.65
596,309,1519,1,393.59,31.36
597,310,1740,1,615.52,38.7
598,311,310,1,295.77,32.02
599,311,2155,1,348.35,22.48
600,311,2139,1,2234.25,19.08
601,311,1945,1,893.91,21.29
602,312,676,1,2048.1,33.59
603,313,2198,1,4185.15,10.87
604,313,1450,1,1712.96,17.49
605,313,1202,1,473.53,8.53
606,313,1310,1,1644.89,33.01
607,314,1961,1,2539.99,27.92
608,314,157,1,1963.96,36.22
609,315,2404,1,2402.57,36.16
610,315,964,1,1702.87,21.45
611,316,2247,2,1276.04,12.29
612,316,2110,1,3593.78,18.61
613,317,1775,2,455.9,20.9
614,317,870,1,1895.6,36.39
615,317,67,1,2459.2,29.05
616,317,605,1,2011.05,5.39
617,317,496,1,1889.25,32.48
618,318,2036,1,1205.62,33.49
619,319,171,1,1600.76,22.04
620,319,1126,2,533.16,27.31
621,319,1902,1,1141.28,24.34
622,319,1137,1,1478.65,14.16
623,319,1772,2,2370.35,20.62
624,320,2438,1,1976.42,35.71
625,320,2246,2,1873.88,5.33
626,320,1953,2,601.71,16.79
627,320,90,2,1752.84,19.65
628,321,1229,2,2274.91,15.6
629,321,1710,3,1000.35,11.76
630,321,2413,1,1835.97,5.57
631,322,636,1,3315.34,5.89
632,322,1161,1,2103.61,27.61
633,322,803,1,2070.28,16.78
634,322,1473,1,3456.76,12.77
635,322,216,1,255.58,21.35
636,323,1948,1,2727.05,8.62
637,324,445,2,1897.92,37.46
638,324,241,1,1651.86,19.83
639,324,188,1,928.19,14.58
640,325,194,1,3426.08,15.22
641,325,2306,1,792.32,32.7
642,325,477,1,708.75,24.27
643,326,759,1,243.72,33.83
644,326,2142,1,2614.93,32.34
645,326,461,1,1938.29,14.04
646,326,456,1,1712.45,36.67
647,327,509,1,848.24,33.84
648,328,1677,1,1424.43,5.42
649,329,2282,1,727.63,36.01
650,329,1877,1,699.81,35.84
651,329,1030,1,1346.26,31.13
652,330,2327,1,1843.5,5.4
653,330,2179,1,2209.27,39.09
654,331,184,1,311.47,19.86
655,331,2067,1,1287.74,38.14
656,332,2144,3,2363.77,8.35
657,333,579,1,2133.8,30.12
658,333,2255,1,1933.84,26.05
659,333,1404,2,2592.69,9.56
660,333,93,1,321.43,30.84
661,333,1805,1,1116.58,38.05
662,334,2062,2,1206.7,38.54
663,334,2380,1,2129.57,24.08
664,334,713,1,440.58,30.2
665,335,699,1,2481.33,12.71
666,335,2345,1,320.96,13.24
667,335,1283,1,2805.66,32.47
668,336,476,1,1293.44,33.93
669,337,760,1,2433.93,24.26
670,338,1054,2,1601.61,21.3
671,338,1448,1,2046.77,13.8
672,339,2181,1,1069.97,31.11
673,340,137,1,755.47,10.76
674,341,2145,1,2518.88,17.08
675,342,1936,2,1922.38,11.22
676,342,397,2,1958.65,35.28
677,343,602,1,1732.55,39.33
678,343,2437,2,410.04,33.29
679,343,1519,1,349.66,39.02
680,343,1852,3,3241.81,15.74
681,344,460,3,929.56,18.11
682,344,722,1,1175.49,33.29
683,345,1427,1,290.32,9.23
684,345,1157,1,2116.03,14.18
685,345,2397,3,749.84,30.56
686,345,1338,1,2347.59,23.93
687,346,2348,1,277.99,23.22
688,346,1149,1,772.14,39.51
689,347,1157,1,1777.6,27.91
690,348,1013,1,1327.32,32.53
691,348,548,1,751.47,32.79
692,349,1048,1,1096.59,26.83
693,349,1065,1,1302.18,18.82
694,350,1624,2,1312.65,5.54
695,351,242,1,2300.76,29.76
696,351,1045,1,305.33,28.05
697,352,1135,1,2662.07,20.62
698,352,1025,1,1337.98,25.99
699,352,1742,1,2793.06,36.97
700,352,1071,1,2396.65,25.98
701,353,2243,1,2375.9,21.4
702,354,209,1,438.98,33.4
703,355,1337,1,872.7,30.08
704,355,2462,1,1240.07,39.87
705,356,1942,1,810.38,37.95
706,356,2193,1,2062.65,15.6
707,357,891,1,2155.76,37.17
708,357,1603,2,2291.67,6.04
709,358,2025,1,519.28,29.19
710,359,414,1,2282.45,17.14
711,359,588,1,1035.61,28.14
712,359,119,1,2467.75,16.68
713,360,1992,1,3373.82,23.44
714,360,251,1,1505.92,38.23
715,361,2389,1,2599.36,25.53
716,362,1020,1,334.66,26.32
717,362,1265,1,738.23,5.44
718,363,1983,1,2517.3,5.42
719,363,2059,1,1576.21,39.0
720,363,820,1,1444.38,28.9
721,363,995,1,666.3,30.06
722,364,1149,1,1148.77,10.0
723,364,2456,1,2297.78,30.71
724,365,2395,2,1261.11,36.79
725,365,903,1,2378.9,27.59
726,366,1253,1,507.85,9.44
727,367,222,1,2442.69,15.09
728,367,2439,1,4158.76,11.51
729,368,1172,1,1772.06,36.36
730,368,1806,1,1133.45,30.71
731,369,1213,1,2084.26,29.55
732,369,1793,1,670.38,22.39
733,370,672,1,3074.19,25.85
734,371,469,1,1345.43,32.37
735,371,1363,1,668.27,19.3
736,372,2001,1,1922.9,29.19
737,373,2010,1,2301.25,20.88
738,373,632,2,1495.86,26.35
739,374,111,1,1607.95,9.19
740,374,2091,1,1084.34,7.97
741,374,1315,2,2870.86,14.87
742,375,1132,3,539.73,34.11
743,376,1472,2,2201.63,24.94
744,377,1912,1,2384.86,27.47
745,377,856,2,827.49,32.78
746,378,556,1,2211.38,17.85
747,379,833,1,1500.87,29.06
748,379,81,2,1242.8,38.2
749,379,1663,1,452.9,7.37
750,379,1070,1,2421.27,21.66
751,380,842,2,3000.09,6.05
752,380,703,1,1725.08,33.09
753,380,2439,1,4057.91,13.66
754,381,946,1,669.75,36.29
755,381,380,1,2007.2,26.13
756,382,668,1,1865.5,20.46
757,382,1412,1,726.04,16.49
758,383,995,1,629.93,33.88
759,384,772,1,3412.91,21.87
760,385,962,3,999.37,26.76
761,385,1905,1,3177.8,11.48
762,386,2365,2,2744.34,30.67
763,386,1136,1,2907.78,9.76
764,387,2458,1,2457.1,7.34
765,387,126,1,2195.51,24.96
766,388,1856,2,1244.28,39.94
767,389,1288,1,2480.12,13.53
768,389,688,1,564.76,7.48
769,389,40,2,831.75,36.73
770,389,2310,1,2459.89,39.88
771,389,1098,2,1650.7,8.57
772,390,1303,1,2265.25,9.17
773,390,1502,1,875.28,36.68
774,390,1020,1,344.27,24.2
775,391,2210,1,891.35,5.91
776,392,361,2,1478.87,6.16
777,393,1476,1,2333.02,32.78
778,393,1303,1,1727.11,30.75
779,393,362,1,2945.43,22.88
780,393,869,1,2451.59,33.22
781,394,1455,1,2710.29,30.25
782,394,1685,1,1859.24,6.27
783,394,2361,1,794.56,5.31
784,395,1429,1,1843.51,10.75
785,396,505,1,555.24,25.99
786,397,443,1,829.69,25.79
787,397,1185,1,867.75,28.0
788,398,1954,1,1296.57,29.92
789,399,873,1,1165.53,9.68
790,400,352,1,1665.91,16.57
791,401,1993,1,2005.97,12.02
792,401,673,2,2516.66,21.71
793,401,592,3,527.2,6.24
794,402,1701,1,272.26,38.19
795,402,1247,1,1683.86,23.3
796,403,1440,2,312.19,15.34
797,404,981,2,1887.55,8.27
798,404,60,1,1445.17,25.49
799,405,1976,1,337.98,11.19
800,405,405,1,872.49,11.52
801,406,1122,2,1374.94,12.31
802,406,1598,2,217.54,28.03
803,407,1001,1,339.37,37.3
804,407,2384,1,888.46,22.37
805,407,1590,1,3695.66,20.87
806,408,1667,1,1034.71,35.2
